index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
23707,"[30, 35[",Private,113364,Some-college,10,Never-married,Adm-clerical,Not-in-family,*,Male,0,0,30,United-States,<=50K
23708,"[40, 45[",Federal-gov,219266,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,>50K
23709,"[55, 60[",Federal-gov,200042,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,15024,0,40,United-States,>50K
23710,"[20, 25[",Private,205975,HS-grad,9,Never-married,Adm-clerical,Own-child,*,Female,0,0,20,United-States,<=50K
23712,"[55, 60[",Private,65325,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,50,United-States,<=50K
23713,"[30, 35[",Local-gov,194740,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,*,Male,0,0,40,United-States,<=50K
23714,"[35, 40[",Private,99065,Some-college,10,Divorced,Exec-managerial,Unmarried,*,Female,0,0,39,United-States,<=50K
23716,"[30, 35[",Private,112941,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,40,United-States,>50K
23717,"[40, 45[",State-gov,187322,Bachelors,13,Never-married,Prof-specialty,Not-in-family,*,Male,0,0,40,United-States,<=50K
23719,"[40, 45[",Private,173682,Some-college,10,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,40,United-States,<=50K
23720,"[25, 30[",Private,168470,Bachelors,13,Never-married,Exec-managerial,Not-in-family,*,Male,0,0,40,United-States,<=50K
23721,"[25, 30[",Private,186454,Bachelors,13,Never-married,Prof-specialty,Not-in-family,*,Male,13550,0,40,United-States,>50K
23725,"[35, 40[",Private,262841,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,United-States,>50K
23726,"[55, 60[",Private,37438,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,>50K
23727,"[20, 25[",Private,170800,Assoc-voc,11,Never-married,Other-service,Own-child,*,Female,0,0,12,United-States,<=50K
23733,"[35, 40[",Private,241998,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,45,United-States,>50K
23734,"[25, 30[",Private,249541,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
23736,"[30, 35[",Private,44675,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,65,United-States,>50K
23739,"[40, 45[",Self-emp-inc,48087,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
23743,"[15, 20[",Private,268392,HS-grad,9,Never-married,Sales,Unmarried,*,Female,0,0,30,United-States,<=50K
23746,"[15, 20[",State-gov,37332,HS-grad,9,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,20,United-States,<=50K
23747,"[15, 20[",Private,35865,Some-college,10,Never-married,Other-service,Not-in-family,*,Female,0,0,30,United-States,<=50K
23748,"[40, 45[",Private,183891,HS-grad,9,Divorced,Exec-managerial,Unmarried,*,Female,0,0,40,United-States,<=50K
23751,"[30, 35[",Private,171814,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,*,Female,0,0,40,United-States,<=50K
23752,"[35, 40[",State-gov,183735,Masters,14,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,>50K
23754,"[30, 35[",Local-gov,152351,Some-college,10,Married-civ-spouse,Protective-serv,Husband,*,Male,3908,0,40,United-States,<=50K
23756,"[30, 35[",Private,345705,Bachelors,13,Married-civ-spouse,Sales,Husband,*,Male,0,1977,50,United-States,>50K
23757,"[25, 30[",Private,223751,Some-college,10,Never-married,Craft-repair,Not-in-family,*,Male,0,0,45,United-States,<=50K
23760,"[50, 55[",Private,110747,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,1887,40,United-States,>50K
23761,"[45, 50[",Private,34458,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,0,40,United-States,<=50K
23763,"[40, 45[",Private,270147,Masters,14,Never-married,Exec-managerial,Not-in-family,*,Female,0,0,40,United-States,>50K
23764,"[45, 50[",Private,195491,HS-grad,9,Divorced,Sales,Not-in-family,*,Female,0,0,30,United-States,<=50K
23766,"[15, 20[",Private,126125,HS-grad,9,Never-married,Other-service,Own-child,*,Male,0,0,20,United-States,<=50K
23769,"[50, 55[",Private,145409,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,3103,0,48,United-States,>50K
23771,"[20, 25[",Private,55465,HS-grad,9,Never-married,Other-service,Own-child,*,Male,0,0,35,United-States,<=50K
23776,"[15, 20[",Private,376683,Some-college,10,Never-married,Other-service,Unmarried,*,Female,2036,0,30,United-States,<=50K
23777,"[45, 50[",Private,33865,Some-college,10,Divorced,Exec-managerial,Not-in-family,*,Female,0,0,48,United-States,<=50K
23779,"[30, 35[",Private,94245,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,*,Male,0,0,40,United-States,<=50K
23780,"[30, 35[",Private,34572,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,*,Male,0,0,60,United-States,<=50K
23782,"[35, 40[",Private,65382,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,>50K
23783,"[60, 65[",Private,116707,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,7298,0,40,United-States,>50K
23785,"[20, 25[",Private,140001,Bachelors,13,Never-married,Adm-clerical,Not-in-family,*,Male,0,0,40,United-States,<=50K
23787,"[20, 25[",Private,117789,Bachelors,13,Never-married,Exec-managerial,Own-child,*,Female,0,0,40,United-States,<=50K
23792,"[40, 45[",Federal-gov,75313,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,7688,0,66,United-States,>50K
23794,"[20, 25[",Private,184779,Some-college,10,Never-married,Tech-support,Own-child,*,Female,0,0,20,United-States,<=50K
23795,"[30, 35[",Private,139000,HS-grad,9,Divorced,Sales,Unmarried,*,Female,0,0,25,United-States,<=50K
23796,"[30, 35[",Private,361742,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,United-States,<=50K
23805,"[30, 35[",Self-emp-inc,544268,HS-grad,9,Divorced,Sales,Not-in-family,*,Female,0,0,50,United-States,<=50K
23806,"[40, 45[",Self-emp-not-inc,98061,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,United-States,<=50K
23809,"[20, 25[",Private,65038,HS-grad,9,Never-married,Sales,Own-child,*,Male,0,0,40,United-States,<=50K
23811,"[15, 20[",Local-gov,176831,Some-college,10,Never-married,Other-service,Own-child,*,Female,0,0,35,United-States,<=50K
23812,"[20, 25[",Private,211678,HS-grad,9,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,40,United-States,<=50K
23813,"[40, 45[",Local-gov,157240,Bachelors,13,Divorced,Prof-specialty,Unmarried,*,Female,0,0,70,United-States,<=50K
23816,"[40, 45[",Private,76487,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,45,United-States,<=50K
23817,"[30, 35[",State-gov,557853,Bachelors,13,Never-married,Adm-clerical,Not-in-family,*,Male,0,0,47,United-States,<=50K
23818,"[65, 70[",?,262352,Some-college,10,Married-civ-spouse,?,Husband,*,Male,0,0,32,United-States,<=50K
23819,"[55, 60[",Self-emp-not-inc,118253,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,0,70,United-States,<=50K
23821,"[30, 35[",Private,174201,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,65,United-States,<=50K
23822,"[20, 25[",?,66695,Some-college,10,Never-married,?,Own-child,*,Female,594,0,35,United-States,<=50K
23823,"[40, 45[",Private,121130,HS-grad,9,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,40,United-States,<=50K
23824,"[35, 40[",Private,385847,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
23826,"[25, 30[",Private,114158,Bachelors,13,Never-married,Prof-specialty,Own-child,*,Female,0,0,15,United-States,<=50K
23831,"[40, 45[",Private,267521,Bachelors,13,Divorced,Adm-clerical,Unmarried,*,Female,0,0,40,United-States,<=50K
23838,"[30, 35[",Private,262153,HS-grad,9,Divorced,Craft-repair,Unmarried,*,Male,0,0,35,United-States,<=50K
23840,"[25, 30[",Self-emp-not-inc,68729,HS-grad,9,Never-married,Sales,Other-relative,*,Male,0,0,50,United-States,>50K
23841,"[35, 40[",Private,126954,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,United-States,>50K
23844,"[50, 55[",Private,128143,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,*,Male,0,1887,50,United-States,>50K
23845,"[45, 50[",Private,185041,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,7298,0,40,United-States,>50K
23846,"[40, 45[",Private,99373,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,*,Female,0,0,40,United-States,<=50K
23849,"[35, 40[",Private,348739,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,45,United-States,>50K
23851,"[25, 30[",Private,367306,Some-college,10,Never-married,Tech-support,Own-child,*,Female,0,0,40,United-States,<=50K
23852,"[25, 30[",Private,270421,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,50,United-States,>50K
23853,"[60, 65[",?,221592,HS-grad,9,Married-civ-spouse,?,Husband,*,Male,0,0,40,United-States,>50K
23855,"[40, 45[",State-gov,39239,Masters,14,Never-married,Prof-specialty,Not-in-family,*,Male,0,0,70,United-States,<=50K
23856,"[30, 35[",Private,72744,HS-grad,9,Never-married,Craft-repair,Own-child,*,Male,0,0,40,United-States,<=50K
23857,"[40, 45[",State-gov,367292,Some-college,10,Married-civ-spouse,Protective-serv,Husband,*,Male,0,0,40,United-States,>50K
23858,"[40, 45[",Self-emp-not-inc,408498,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,United-States,<=50K
23859,"[25, 30[",Private,361493,Bachelors,13,Never-married,Sales,Not-in-family,*,Male,3325,0,40,United-States,<=50K
23860,"[65, 70[",Self-emp-inc,157403,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,0,0,50,United-States,<=50K
23861,"[30, 35[",Private,231263,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,50,United-States,<=50K
23862,"[30, 35[",Private,244147,HS-grad,9,Never-married,Craft-repair,Unmarried,*,Male,0,0,10,United-States,<=50K
23863,"[20, 25[",Private,220944,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,60,United-States,<=50K
23867,"[30, 35[",Self-emp-inc,345489,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,55,United-States,>50K
23869,"[45, 50[",Private,162302,HS-grad,9,Divorced,Adm-clerical,Unmarried,*,Female,0,0,20,United-States,<=50K
23870,"[25, 30[",Private,112847,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,*,Male,0,0,40,United-States,<=50K
23871,"[20, 25[",Private,147344,Some-college,10,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,20,United-States,<=50K
23872,"[55, 60[",State-gov,183657,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,35,United-States,>50K
23873,"[40, 45[",Private,130760,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,45,United-States,<=50K
23874,"[50, 55[",Private,163948,Masters,14,Married-civ-spouse,Sales,Husband,*,Male,0,0,40,United-States,>50K
23877,"[50, 55[",Local-gov,195844,Some-college,10,Married-civ-spouse,Protective-serv,Husband,*,Male,0,0,40,United-States,>50K
23879,"[35, 40[",State-gov,188303,Some-college,10,Married-civ-spouse,Protective-serv,Husband,*,Male,7688,0,40,United-States,>50K
23880,"[65, 70[",?,40956,Bachelors,13,Married-civ-spouse,?,Husband,*,Male,0,0,25,United-States,<=50K
23881,"[15, 20[",Private,178953,12th,8,Never-married,Sales,Own-child,*,Female,0,0,20,United-States,<=50K
23882,"[30, 35[",Private,398988,Bachelors,13,Never-married,Exec-managerial,Not-in-family,*,Male,0,0,40,United-States,<=50K
23883,"[25, 30[",Private,535978,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,45,United-States,<=50K
23885,"[40, 45[",Private,231991,HS-grad,9,Divorced,Exec-managerial,Unmarried,*,Female,0,0,40,United-States,<=50K
23886,"[25, 30[",Private,295799,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
23887,"[20, 25[",State-gov,201569,Bachelors,13,Never-married,Prof-specialty,Own-child,*,Female,0,0,20,United-States,<=50K
23889,"[60, 65[",Private,97128,Bachelors,13,Married-civ-spouse,Sales,Husband,*,Male,0,0,45,United-States,>50K
23893,"[40, 45[",Private,91949,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,*,Female,0,0,40,United-States,<=50K
23895,"[25, 30[",Private,132191,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,45,United-States,>50K
23896,"[35, 40[",Self-emp-not-inc,274683,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,7688,0,50,United-States,>50K
23897,"[50, 55[",Local-gov,196307,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,7688,0,40,United-States,>50K
23899,"[45, 50[",Private,185399,HS-grad,9,Married-civ-spouse,Other-service,Wife,*,Female,0,0,38,United-States,<=50K
23903,"[35, 40[",Local-gov,668319,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,1740,80,United-States,<=50K
23907,"[45, 50[",Private,144844,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
23908,"[20, 25[",Private,205839,Some-college,10,Never-married,Other-service,Not-in-family,*,Male,0,0,45,United-States,<=50K
23911,"[45, 50[",Self-emp-not-inc,216657,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,0,60,United-States,<=50K
23912,"[35, 40[",Private,278576,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,50,United-States,<=50K
23916,"[30, 35[",Private,303867,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,>50K
23919,"[45, 50[",Private,202560,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,*,Female,0,0,40,United-States,>50K
23920,"[20, 25[",?,358783,Some-college,10,Never-married,?,Own-child,*,Female,0,0,35,United-States,<=50K
23923,"[25, 30[",State-gov,245310,Some-college,10,Never-married,Prof-specialty,Not-in-family,*,Male,0,0,35,United-States,<=50K
23925,"[40, 45[",Private,124956,Bachelors,13,Divorced,Exec-managerial,Unmarried,*,Female,0,0,90,United-States,>50K
23926,"[55, 60[",Private,118358,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,>50K
23930,"[40, 45[",Private,157425,Bachelors,13,Divorced,Exec-managerial,Unmarried,*,Female,0,0,45,United-States,<=50K
23932,"[60, 65[",Private,88055,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,60,United-States,>50K
23934,"[35, 40[",Private,682947,Bachelors,13,Divorced,Exec-managerial,Not-in-family,*,Male,0,0,55,United-States,>50K
23936,"[15, 20[",?,217194,10th,6,Never-married,?,Own-child,*,Male,0,0,30,United-States,<=50K
23938,"[60, 65[",Self-emp-inc,210827,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,7688,0,40,United-States,>50K
23940,"[25, 30[",Private,163747,Bachelors,13,Never-married,Sales,Not-in-family,*,Female,0,0,55,United-States,<=50K
23941,"[15, 20[",Private,108892,11th,7,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,12,United-States,<=50K
23942,"[40, 45[",Private,180096,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,50,United-States,>50K
23945,"[20, 25[",Private,163333,Some-college,10,Never-married,Other-service,Own-child,*,Female,0,0,35,United-States,<=50K
23946,"[20, 25[",Self-emp-not-inc,306710,HS-grad,9,Never-married,Farming-fishing,Own-child,*,Male,0,0,40,United-States,<=50K
23950,"[35, 40[",Local-gov,327120,Some-college,10,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,30,United-States,<=50K
23951,"[25, 30[",Self-emp-not-inc,33798,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,45,United-States,<=50K
23952,"[55, 60[",Private,81929,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,2415,45,United-States,>50K
23953,"[20, 25[",Private,298489,Some-college,10,Never-married,Craft-repair,Own-child,*,Male,0,0,40,United-States,<=50K
23955,"[30, 35[",Private,144064,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,48,United-States,>50K
23956,"[55, 60[",Self-emp-not-inc,195835,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,0,0,60,United-States,<=50K
23957,"[25, 30[",Federal-gov,184723,Some-college,10,Never-married,Other-service,Not-in-family,*,Female,0,0,40,United-States,>50K
23958,"[55, 60[",Private,265086,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,50,United-States,>50K
23959,"[15, 20[",Private,235909,Some-college,10,Never-married,Adm-clerical,Own-child,*,Female,0,0,20,United-States,<=50K
23960,"[35, 40[",Private,42645,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,0,40,United-States,<=50K
23961,"[55, 60[",State-gov,279878,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,>50K
23962,"[40, 45[",Private,104892,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,>50K
23963,"[25, 30[",Private,137063,HS-grad,9,Never-married,Sales,Unmarried,*,Male,0,0,38,United-States,<=50K
23964,"[35, 40[",Self-emp-not-inc,58972,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,United-States,<=50K
23965,"[35, 40[",Private,126675,Masters,14,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,1977,50,United-States,>50K
23968,"[40, 45[",Private,183241,Masters,14,Married-civ-spouse,Prof-specialty,Wife,*,Female,0,0,45,United-States,>50K
23969,"[25, 30[",Private,91547,Some-college,10,Never-married,Sales,Not-in-family,*,Female,0,0,40,United-States,<=50K
23970,"[40, 45[",Private,52781,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,7688,0,40,United-States,>50K
23972,"[45, 50[",Private,365516,Masters,14,Divorced,Prof-specialty,Unmarried,*,Female,0,0,40,United-States,<=50K
23973,"[35, 40[",Private,112271,11th,7,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,>50K
23974,"[35, 40[",Private,269455,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,0,45,United-States,<=50K
23977,"[35, 40[",Private,104858,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,0,56,United-States,>50K
23978,"[35, 40[",Private,99270,HS-grad,9,Divorced,Adm-clerical,Own-child,*,Female,0,0,40,United-States,<=50K
23979,"[40, 45[",Private,193524,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,<=50K
23980,"[70, 75[",?,149040,HS-grad,9,Widowed,?,Not-in-family,*,Female,2964,0,12,United-States,<=50K
23981,"[60, 65[",State-gov,313946,HS-grad,9,Married-civ-spouse,Other-service,Husband,*,Male,0,0,40,United-States,<=50K
23982,"[35, 40[",Private,162358,Bachelors,13,Never-married,Exec-managerial,Not-in-family,*,Female,0,0,50,United-States,>50K
23984,"[20, 25[",Private,116489,Some-college,10,Never-married,Sales,Own-child,*,Female,0,0,60,United-States,<=50K
23986,"[30, 35[",Private,352465,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,15024,0,50,United-States,>50K
23987,"[40, 45[",Private,107433,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,1977,50,United-States,>50K
23988,"[30, 35[",Private,296538,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,0,0,45,United-States,>50K
23989,"[40, 45[",Local-gov,195897,Masters,14,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,60,United-States,<=50K
23993,"[25, 30[",Local-gov,210945,Bachelors,13,Never-married,Prof-specialty,Not-in-family,*,Female,0,0,60,United-States,<=50K
23996,"[40, 45[",Private,192712,HS-grad,9,Separated,Other-service,Unmarried,*,Female,0,0,25,United-States,<=50K
23997,"[20, 25[",Private,178272,Bachelors,13,Never-married,Prof-specialty,Not-in-family,*,Female,0,0,40,United-States,<=50K
23999,"[40, 45[",Self-emp-inc,120277,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,99999,0,45,United-States,>50K
24001,"[20, 25[",Private,112819,HS-grad,9,Never-married,Machine-op-inspct,Own-child,*,Male,0,0,40,United-States,<=50K
24003,"[60, 65[",?,301611,HS-grad,9,Married-civ-spouse,?,Husband,*,Male,0,0,20,United-States,<=50K
24005,"[45, 50[",Private,64216,HS-grad,9,Divorced,Transport-moving,Not-in-family,*,Male,0,0,90,United-States,<=50K
24007,"[25, 30[",Private,469572,Some-college,10,Never-married,Prof-specialty,Not-in-family,*,Male,8614,0,40,United-States,>50K
24008,"[40, 45[",Self-emp-not-inc,282722,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,*,Male,99999,0,50,United-States,>50K
24009,"[15, 20[",Private,231439,11th,7,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,30,United-States,<=50K
24010,"[40, 45[",Self-emp-inc,120277,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,>50K
24012,"[25, 30[",Private,18827,Some-college,10,Never-married,Transport-moving,Not-in-family,*,Male,0,0,40,United-States,<=50K
24013,"[20, 25[",Private,169129,Some-college,10,Never-married,Prof-specialty,Not-in-family,*,Male,0,0,40,United-States,<=50K
24014,"[30, 35[",Private,202051,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,42,United-States,>50K
24016,"[15, 20[",Private,574271,HS-grad,9,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,28,United-States,<=50K
24018,"[50, 55[",Self-emp-not-inc,104501,Some-college,10,Married-civ-spouse,Tech-support,Husband,*,Male,0,0,60,United-States,>50K
24019,"[15, 20[",Private,394176,10th,6,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,20,United-States,<=50K
24020,"[25, 30[",Private,85625,HS-grad,9,Never-married,Other-service,Own-child,*,Male,0,0,22,United-States,<=50K
24022,"[20, 25[",Private,149342,Bachelors,13,Never-married,Sales,Not-in-family,*,Female,0,0,40,United-States,<=50K
24023,"[35, 40[",Private,73715,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,>50K
24026,"[45, 50[",Local-gov,98738,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,>50K
24031,"[30, 35[",Private,171091,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,50,United-States,>50K
24033,"[25, 30[",Local-gov,182380,HS-grad,9,Never-married,Craft-repair,Own-child,*,Male,0,0,40,United-States,<=50K
24034,"[40, 45[",Private,36271,Bachelors,13,Married-civ-spouse,Sales,Husband,*,Male,0,0,40,United-States,>50K
24035,"[60, 65[",Private,118197,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,65,United-States,<=50K
24036,"[45, 50[",Private,269652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,4386,0,38,United-States,>50K
24037,"[35, 40[",Local-gov,193815,Some-college,10,Married-civ-spouse,Protective-serv,Husband,*,Male,0,0,40,United-States,>50K
24040,"[25, 30[",Private,118230,Some-college,10,Never-married,Adm-clerical,Own-child,*,Female,0,0,40,United-States,<=50K
24042,"[60, 65[",State-gov,105748,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,0,40,United-States,<=50K
24044,"[50, 55[",Private,205100,Some-college,10,Divorced,Sales,Not-in-family,*,Female,0,0,45,United-States,>50K
24045,"[35, 40[",Private,107916,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,2002,40,United-States,<=50K
24048,"[45, 50[",Self-emp-not-inc,235646,Masters,14,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,>50K
24049,"[30, 35[",Private,53277,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,60,United-States,>50K
24051,"[20, 25[",Private,293091,HS-grad,9,Never-married,Sales,Own-child,*,Male,0,0,30,United-States,<=50K
24052,"[60, 65[",Private,210935,HS-grad,9,Married-civ-spouse,Other-service,Husband,*,Male,0,0,20,United-States,<=50K
24056,"[25, 30[",Private,95647,Bachelors,13,Never-married,Prof-specialty,Own-child,*,Male,0,0,40,United-States,<=50K
24058,"[15, 20[",Private,74539,10th,6,Never-married,Sales,Not-in-family,*,Male,0,0,20,United-States,<=50K
24059,"[15, 20[",Private,84610,Some-college,10,Never-married,Other-service,Own-child,*,Female,0,0,30,United-States,<=50K
24064,"[50, 55[",Self-emp-inc,163921,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,0,0,48,United-States,>50K
24065,"[35, 40[",Private,68273,Bachelors,13,Married-civ-spouse,Sales,Husband,*,Male,0,0,40,United-States,>50K
24066,"[20, 25[",Private,113163,Some-college,10,Never-married,Adm-clerical,Own-child,*,Male,0,0,50,United-States,<=50K
24067,"[35, 40[",Self-emp-inc,478829,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,*,Male,99999,0,50,United-States,>50K
24068,"[30, 35[",Private,345705,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,*,Male,0,0,40,United-States,<=50K
24069,"[20, 25[",Private,385077,HS-grad,9,Never-married,Craft-repair,Own-child,*,Male,2907,0,40,United-States,<=50K
24070,"[30, 35[",Private,192286,Some-college,10,Divorced,Adm-clerical,Not-in-family,*,Female,0,0,52,United-States,<=50K
24071,"[35, 40[",Local-gov,236391,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,38,United-States,>50K
24072,"[40, 45[",Private,106679,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,50,United-States,>50K
24075,"[25, 30[",Private,194940,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,<=50K
24076,"[35, 40[",Private,341643,Bachelors,13,Never-married,Sales,Not-in-family,*,Male,0,0,55,United-States,<=50K
24077,"[20, 25[",Private,210474,Some-college,10,Never-married,Other-service,Own-child,*,Female,0,0,30,United-States,<=50K
24078,"[25, 30[",Private,76313,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,60,United-States,<=50K
24079,"[30, 35[",Private,115858,HS-grad,9,Divorced,Adm-clerical,Own-child,*,Female,0,0,40,United-States,<=50K
24080,"[40, 45[",Private,55191,Some-college,10,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,40,United-States,<=50K
24082,"[45, 50[",Private,334787,HS-grad,9,Married-civ-spouse,Other-service,Husband,*,Male,0,0,40,United-States,<=50K
24083,"[30, 35[",Private,205733,HS-grad,9,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,40,United-States,<=50K
24084,"[60, 65[",?,120163,Bachelors,13,Married-civ-spouse,?,Husband,*,Male,0,0,40,United-States,<=50K
24085,"[25, 30[",Private,333677,Bachelors,13,Never-married,Exec-managerial,Own-child,*,Male,2463,0,35,United-States,<=50K
