,index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
14270,25312,"[0, 40[",Private,178429,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
14271,25314,"[40, 80[",Private,212847,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
14272,25315,"[40, 80[",Self-emp-not-inc,219661,Higher education,15,Spouse present,*,Husband,*,Male,0,0,9,United-States,>50K
14273,25316,"[40, 80[",Private,321856,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,60,United-States,>50K
14274,25318,"[0, 40[",Private,144064,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14275,25321,"[40, 80[",?,212759,Higher education,13,Spouse present,*,Husband,*,Male,6767,0,20,United-States,<=50K
14276,25322,"[0, 40[",Private,195562,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,20,United-States,<=50K
14277,25325,"[0, 40[",Private,54440,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,30,United-States,<=50K
14278,25326,"[40, 80[",Private,200734,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14279,25327,"[40, 80[",Private,81859,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,48,United-States,>50K
14280,25328,"[0, 40[",Private,159589,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,85,United-States,<=50K
14281,25329,"[0, 40[",Private,300915,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
14282,25330,"[40, 80[",Private,185057,Higher education,14,Spouse not present,*,Not-in-family,*,Female,0,0,35,United-States,<=50K
14283,25331,"[0, 40[",Self-emp-not-inc,42044,Higher education,10,Spouse present,*,Husband,*,Male,0,0,84,United-States,<=50K
14284,25332,"[0, 40[",Private,166416,Higher education,13,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
14285,25334,"[0, 40[",Private,236069,Secondary education,6,Spouse not present,*,Own-child,*,Male,0,0,10,United-States,<=50K
14286,25335,"[40, 80[",Self-emp-inc,216414,Higher education,14,Spouse present,*,Husband,*,Male,0,1977,60,United-States,>50K
14287,25336,"[40, 80[",Federal-gov,27432,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
14288,25337,"[40, 80[",Private,145419,Secondary education,9,Spouse present,*,Husband,*,Male,0,1672,50,United-States,<=50K
14289,25339,"[0, 40[",Private,29261,Higher education,10,Spouse not present,*,Unmarried,*,Male,0,0,50,United-States,<=50K
14290,25341,"[40, 80[",Local-gov,227644,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14291,25344,"[0, 40[",Private,110142,Secondary education,9,Spouse not present,*,Own-child,*,Female,0,0,30,United-States,<=50K
14292,25345,"[0, 40[",Private,186415,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,65,United-States,<=50K
14293,25348,"[40, 80[",Private,35969,Higher education,13,Spouse present,*,Husband,*,Male,0,0,51,United-States,<=50K
14294,25353,"[0, 40[",Local-gov,118500,Higher education,13,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14295,25355,"[40, 80[",Federal-gov,199925,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
14296,25356,"[40, 80[",Private,102308,Higher education,14,Spouse present,*,Husband,*,Male,15024,0,60,United-States,>50K
14297,25357,"[0, 40[",Private,444607,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,25,United-States,<=50K
14298,25358,"[0, 40[",Private,176998,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14299,25361,"[0, 40[",Private,180686,Secondary education,9,Spouse present,*,Husband,*,Male,3137,0,40,United-States,<=50K
14300,25362,"[0, 40[",Private,108019,Secondary education,9,Spouse not present,*,Own-child,*,Male,3325,0,40,United-States,<=50K
14301,25363,"[0, 40[",Private,153542,Higher education,10,Spouse not present,*,Other-relative,*,Male,0,0,35,United-States,<=50K
14302,25364,"[40, 80[",Self-emp-not-inc,210364,Secondary education,9,Spouse present,*,Husband,*,Male,15024,0,80,United-States,>50K
14303,25367,"[0, 40[",Private,183945,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,60,United-States,<=50K
14304,25368,"[40, 80[",Private,161964,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,55,United-States,<=50K
14305,25371,"[0, 40[",Private,53373,Higher education,10,Spouse present,*,Husband,*,Male,0,0,36,United-States,<=50K
14306,25375,"[0, 40[",Private,306593,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
14307,25377,"[40, 80[",Local-gov,153489,Secondary education,9,Spouse present,*,Other-relative,*,Male,3137,0,40,United-States,<=50K
14308,25378,"[40, 80[",Private,231377,Higher education,10,Spouse present,*,Husband,*,Male,0,1848,45,United-States,>50K
14309,25384,"[0, 40[",Private,148294,Secondary education,7,Spouse not present,*,Own-child,*,Male,0,0,35,United-States,<=50K
14310,25389,"[0, 40[",Private,136309,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
14311,25395,"[40, 80[",Private,126511,Higher education,10,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
14312,25396,"[0, 40[",Local-gov,325792,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14313,25398,"[0, 40[",Private,119474,Secondary education,9,Spouse not present,*,Other-relative,*,Female,0,0,40,United-States,<=50K
14314,25399,"[40, 80[",Private,153238,Higher education,13,Spouse present,*,Husband,*,Male,0,1902,32,United-States,>50K
14315,25402,"[0, 40[",State-gov,67217,Higher education,10,Spouse not present,*,Not-in-family,*,Male,594,0,24,United-States,<=50K
14316,25404,"[40, 80[",Private,102193,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
14317,25406,"[0, 40[",Private,122206,Secondary education,9,Spouse not present,*,Other-relative,*,Male,0,0,40,United-States,<=50K
14318,25408,"[40, 80[",Private,173590,Higher education,10,Spouse present,*,Husband,*,Male,0,1628,40,United-States,<=50K
14319,25409,"[0, 40[",Private,184121,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,20,United-States,<=50K
14320,25411,"[40, 80[",Private,175990,Secondary education,9,Spouse present,*,Wife,*,Female,0,0,30,United-States,>50K
14321,25412,"[40, 80[",Private,316101,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14322,25414,"[40, 80[",Self-emp-not-inc,219718,Higher education,13,Spouse present,*,Husband,*,Male,15024,0,40,United-States,>50K
14323,25415,"[0, 40[",Private,126954,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
14324,25417,"[0, 40[",?,40052,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,2001,45,United-States,<=50K
14325,25419,"[40, 80[",Self-emp-not-inc,77336,Higher education,11,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14326,25420,"[0, 40[",Private,60981,Higher education,10,Spouse not present,*,Own-child,*,Female,2176,0,35,United-States,<=50K
14327,25422,"[40, 80[",Private,65408,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
14328,25425,"[40, 80[",Self-emp-not-inc,157686,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
14329,25427,"[40, 80[",Local-gov,184620,Higher education,14,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14330,25428,"[0, 40[",Private,34443,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,25,United-States,<=50K
14331,25429,"[40, 80[",Private,268553,Secondary education,9,Spouse present,*,Husband,*,Male,7298,0,40,United-States,>50K
14332,25431,"[40, 80[",Private,459342,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14333,25432,"[40, 80[",Local-gov,148549,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14334,25433,"[0, 40[",Private,254293,Higher education,13,Spouse not present,*,Not-in-family,*,Male,2174,0,45,United-States,<=50K
14335,25434,"[40, 80[",Private,104501,Higher education,10,Spouse present,*,Husband,*,Male,15024,0,40,United-States,>50K
14336,25435,"[0, 40[",Private,238367,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14337,25436,"[40, 80[",Private,180439,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
14338,25437,"[40, 80[",Self-emp-inc,100029,Higher education,16,Spouse present,*,Husband,*,Male,15024,0,40,United-States,>50K
14339,25438,"[40, 80[",Private,215990,Higher education,14,Spouse present,*,Husband,*,Male,0,1887,44,United-States,>50K
14340,25439,"[0, 40[",State-gov,111567,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,49,United-States,>50K
14341,25440,"[40, 80[",Private,319163,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14342,25441,"[40, 80[",?,160155,Higher education,13,Spouse present,*,Husband,*,Male,0,0,12,United-States,<=50K
14343,25442,"[40, 80[",Local-gov,378045,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,45,United-States,<=50K
14344,25443,"[40, 80[",Private,177083,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14345,25444,"[40, 80[",Self-emp-inc,119891,Higher education,10,Spouse present,*,Husband,*,Male,0,1672,40,United-States,<=50K
14346,25445,"[40, 80[",Private,127779,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14347,25446,"[0, 40[",Private,299353,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
14348,25448,"[0, 40[",Private,112403,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,35,United-States,<=50K
14349,25449,"[40, 80[",Private,83610,Higher education,13,Spouse present,*,Husband,*,Male,7688,0,66,United-States,>50K
14350,25453,"[0, 40[",Private,266134,Secondary education,6,Spouse not present,*,Own-child,*,Male,0,0,12,United-States,<=50K
14351,25455,"[0, 40[",Private,87891,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14352,25456,"[40, 80[",Private,182314,Higher education,16,Spouse present,*,Husband,*,Male,0,1977,50,United-States,>50K
14353,25460,"[0, 40[",Private,27494,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,48,United-States,>50K
14354,25462,"[40, 80[",Private,199688,Higher education,10,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
14355,25464,"[0, 40[",Private,165064,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
14356,25465,"[40, 80[",Self-emp-inc,109856,Higher education,13,Spouse present,*,Husband,*,Male,15024,0,50,United-States,>50K
14357,25466,"[0, 40[",Private,82393,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
14358,25468,"[0, 40[",Private,209891,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,50,United-States,<=50K
14359,25469,"[0, 40[",Self-emp-not-inc,56026,Higher education,13,Spouse present,*,Other-relative,*,Male,0,0,45,United-States,<=50K
14360,25471,"[40, 80[",Private,117158,Higher education,10,Spouse present,*,Husband,*,Male,0,0,45,United-States,>50K
14361,25472,"[40, 80[",Private,193144,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,36,United-States,<=50K
14362,25473,"[0, 40[",Self-emp-not-inc,137578,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,53,United-States,<=50K
14363,25476,"[40, 80[",Private,110820,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,38,United-States,>50K
14364,25477,"[40, 80[",Private,403276,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14365,25480,"[0, 40[",Private,165673,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14366,25481,"[40, 80[",Self-emp-inc,182131,Higher education,10,Spouse present,*,Husband,*,Male,10605,0,20,United-States,>50K
14367,25482,"[40, 80[",Private,204415,Higher education,13,Spouse present,*,Husband,*,Male,0,0,48,United-States,>50K
14368,25483,"[0, 40[",Self-emp-not-inc,92531,Secondary education,9,Spouse not present,*,Unmarried,*,Male,0,0,40,United-States,<=50K
14369,25484,"[0, 40[",State-gov,157028,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
14370,25485,"[0, 40[",Private,228649,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
14371,25486,"[0, 40[",Private,147253,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,15,United-States,<=50K
14372,25487,"[0, 40[",Private,160784,Secondary education,6,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14373,25488,"[0, 40[",Local-gov,163189,Higher education,10,Spouse present,*,Other-relative,*,Male,0,0,40,United-States,<=50K
14374,25489,"[0, 40[",Private,146343,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,25,United-States,<=50K
14375,25490,"[0, 40[",Private,225811,Secondary education,9,Spouse not present,*,Own-child,*,Female,0,0,23,United-States,<=50K
14376,25494,"[0, 40[",Private,412248,Higher education,12,Spouse not present,*,Not-in-family,*,Female,0,0,25,United-States,<=50K
14377,25497,"[0, 40[",Private,159603,Higher education,12,Spouse not present,*,Unmarried,*,Female,0,0,32,United-States,<=50K
14378,25498,"[40, 80[",Self-emp-not-inc,101017,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,35,United-States,<=50K
14379,25499,"[0, 40[",Local-gov,163862,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
14380,25500,"[0, 40[",Without-pay,212588,Higher education,10,Spouse present,*,Own-child,*,Male,0,0,65,United-States,<=50K
14381,25501,"[0, 40[",State-gov,321943,Higher education,16,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
14382,25506,"[0, 40[",Private,88642,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,15,United-States,<=50K
14383,25508,"[0, 40[",Private,157289,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14384,25511,"[0, 40[",Private,251411,Higher education,10,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
14385,25512,"[0, 40[",Private,183594,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
14386,25513,"[0, 40[",Private,189565,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,2174,0,50,United-States,<=50K
14387,25515,"[0, 40[",Private,388156,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,24,United-States,<=50K
14388,25519,"[0, 40[",?,89870,Secondary education,6,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
14389,25521,"[0, 40[",Private,228873,Higher education,13,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
14390,25523,"[0, 40[",Private,176027,Higher education,13,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14391,25526,"[40, 80[",Private,178353,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
14392,25527,"[40, 80[",Private,160662,Secondary education,6,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
14393,25530,"[0, 40[",Self-emp-inc,156815,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14394,25532,"[40, 80[",Private,245056,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
14395,25533,"[0, 40[",Local-gov,422718,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14396,25534,"[40, 80[",Self-emp-not-inc,118081,Higher education,10,Spouse present,*,Husband,*,Male,3103,0,42,United-States,<=50K
14397,25535,"[0, 40[",Private,262978,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,30,United-States,<=50K
14398,25536,"[0, 40[",Private,187577,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14399,25539,"[0, 40[",Private,194247,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,25,United-States,<=50K
14400,25540,"[0, 40[",Private,134367,Higher education,14,Spouse present,*,Wife,*,Female,0,1977,24,United-States,>50K
14401,25541,"[0, 40[",Private,123335,Secondary education,6,Spouse not present,*,Own-child,*,Female,0,0,20,United-States,<=50K
14402,25542,"[0, 40[",Local-gov,332249,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
14403,25543,"[0, 40[",Private,358124,Secondary education,9,Spouse not present,*,Other-relative,*,Female,0,0,40,United-States,<=50K
14404,25546,"[40, 80[",Private,207779,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14405,25548,"[40, 80[",Private,673764,Higher education,11,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
14406,25550,"[40, 80[",Private,133974,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
14407,25552,"[0, 40[",Private,152140,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14408,25553,"[40, 80[",Local-gov,287920,Higher education,14,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
14409,25554,"[40, 80[",Private,289572,Higher education,13,Spouse present,*,Husband,*,Male,7688,0,50,United-States,>50K
14410,25555,"[40, 80[",State-gov,78765,Higher education,10,Spouse not present,*,Unmarried,*,Male,0,0,40,United-States,<=50K
14411,25556,"[0, 40[",State-gov,99076,Higher education,13,Spouse not present,*,Not-in-family,*,Female,2597,0,50,United-States,<=50K
14412,25557,"[0, 40[",Self-emp-not-inc,224886,Higher education,13,Spouse present,*,Husband,*,Male,2407,0,40,United-States,<=50K
14413,25558,"[40, 80[",Private,206532,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,50,United-States,<=50K
14414,25562,"[40, 80[",Private,72844,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,46,United-States,<=50K
14415,25563,"[40, 80[",Private,206947,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14416,25568,"[40, 80[",?,177773,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,15,United-States,<=50K
14417,25570,"[0, 40[",Private,148429,Secondary education,9,Spouse present,*,Husband,*,Male,2885,0,40,United-States,<=50K
14418,25571,"[0, 40[",Private,168601,Secondary education,7,Spouse not present,*,Other-relative,*,Male,0,0,30,United-States,<=50K
14419,25572,"[0, 40[",State-gov,78291,Higher education,13,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14420,25575,"[40, 80[",Self-emp-not-inc,185673,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
14421,25576,"[0, 40[",Private,121142,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,>50K
14422,25580,"[40, 80[",Private,93476,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,2001,40,United-States,<=50K
14423,25581,"[40, 80[",Private,174283,Higher education,13,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
14424,25582,"[40, 80[",Private,128676,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14425,25583,"[0, 40[",Private,205844,Higher education,13,Spouse not present,*,Own-child,*,Female,0,0,40,United-States,<=50K
14426,25584,"[0, 40[",Private,62535,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,43,United-States,<=50K
14427,25586,"[0, 40[",Private,176992,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
14428,25587,"[0, 40[",Local-gov,254127,Higher education,13,Spouse not present,*,Other-relative,*,Female,0,0,50,United-States,<=50K
14429,25590,"[0, 40[",State-gov,56582,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,10,United-States,<=50K
14430,25592,"[0, 40[",Private,284343,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,50,United-States,<=50K
14431,25593,"[0, 40[",State-gov,312692,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,12,United-States,<=50K
14432,25595,"[40, 80[",Self-emp-inc,304955,Higher education,13,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
14433,25596,"[0, 40[",Private,288598,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,35,United-States,<=50K
14434,25599,"[0, 40[",Federal-gov,319280,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
14435,25605,"[40, 80[",Self-emp-not-inc,220342,Secondary education,4,Spouse present,*,Husband,*,Male,0,0,30,United-States,<=50K
14436,25606,"[40, 80[",Self-emp-not-inc,144002,Higher education,13,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
14437,25608,"[0, 40[",Private,187983,Higher education,13,Spouse present,*,Wife,*,Female,0,0,40,United-States,<=50K
14438,25609,"[0, 40[",Private,89991,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,40,United-States,<=50K
14439,25611,"[40, 80[",Self-emp-inc,229737,Higher education,15,Spouse present,*,Husband,*,Male,99999,0,37,United-States,>50K
14440,25614,"[40, 80[",Private,365390,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14441,25615,"[0, 40[",Private,266467,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,25,United-States,<=50K
14442,25616,"[40, 80[",Private,183384,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14443,25617,"[40, 80[",Local-gov,112797,Higher education,14,Spouse not present,*,Unmarried,*,Female,0,0,60,United-States,<=50K
14444,25618,"[40, 80[",Federal-gov,76008,Higher education,13,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
14445,25621,"[0, 40[",Private,25497,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14446,25622,"[40, 80[",Private,102771,Secondary education,9,Spouse present,*,Husband,*,Male,0,1887,40,United-States,>50K
14447,25623,"[40, 80[",Self-emp-not-inc,248841,Secondary education,9,Spouse present,*,Husband,*,Male,15024,0,40,United-States,>50K
14448,25624,"[0, 40[",Private,30916,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14449,25625,"[0, 40[",Private,123270,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
14450,25626,"[0, 40[",Self-emp-not-inc,210165,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
14451,25632,"[40, 80[",Private,186172,Higher education,13,Spouse present,*,Husband,*,Male,3103,0,40,United-States,>50K
14452,25633,"[40, 80[",Self-emp-inc,98418,Higher education,15,Spouse present,*,Husband,*,Male,99999,0,40,United-States,>50K
14453,25634,"[0, 40[",Private,329980,Higher education,13,Spouse not present,*,Not-in-family,*,Male,27828,0,40,United-States,>50K
14454,25635,"[40, 80[",Private,147653,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,32,United-States,<=50K
14455,25637,"[0, 40[",Self-emp-inc,168221,Higher education,13,Spouse present,*,Husband,*,Male,0,1740,70,United-States,<=50K
14456,25638,"[0, 40[",Private,151801,Secondary education,6,Spouse not present,*,Own-child,*,Male,0,0,39,United-States,<=50K
14457,25639,"[0, 40[",Private,177154,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14458,25640,"[40, 80[",Federal-gov,73883,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
14459,25641,"[40, 80[",Private,175714,Higher education,12,Spouse present,*,Husband,*,Male,0,0,55,United-States,>50K
14460,25643,"[0, 40[",State-gov,104509,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,25,United-States,<=50K
14461,25644,"[0, 40[",Private,118230,Higher education,13,Spouse not present,*,Own-child,*,Female,0,0,40,United-States,<=50K
14462,25648,"[0, 40[",Self-emp-not-inc,84119,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
14463,25651,"[0, 40[",Private,47429,Secondary education,9,Spouse present,*,Wife,*,Female,0,0,40,United-States,>50K
14464,25660,"[40, 80[",Self-emp-inc,117158,Higher education,13,Spouse present,*,Husband,*,Male,15024,0,60,United-States,>50K
14465,25666,"[0, 40[",Private,236990,Higher education,10,Spouse present,*,Husband,*,Male,3464,0,40,United-States,<=50K
14466,25667,"[0, 40[",Private,101761,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,51,United-States,<=50K
14467,25669,"[0, 40[",?,424494,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,25,United-States,<=50K
14468,25670,"[0, 40[",Private,130438,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14469,25671,"[0, 40[",Private,100605,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,14,United-States,<=50K
14470,25673,"[0, 40[",Local-gov,154950,Higher education,13,Spouse present,*,Husband,*,Male,0,0,72,United-States,>50K
14471,25677,"[0, 40[",State-gov,193241,Secondary education,9,Spouse present,*,Husband,*,Male,0,1651,40,United-States,<=50K
14472,25680,"[0, 40[",Local-gov,172855,Higher education,13,Spouse present,*,Wife,*,Female,0,1887,40,United-States,>50K
14473,25681,"[0, 40[",Private,68848,Higher education,13,Spouse not present,*,Unmarried,*,Female,0,0,35,United-States,<=50K
14474,25684,"[0, 40[",Private,112835,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
14475,25686,"[0, 40[",Private,283400,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14476,25688,"[40, 80[",Private,36480,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14477,25691,"[40, 80[",Self-emp-not-inc,165922,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,50,United-States,<=50K
14478,25693,"[40, 80[",Private,175070,Higher education,10,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
14479,25694,"[40, 80[",Private,339814,Higher education,10,Spouse present,*,Husband,*,Male,5178,0,40,United-States,>50K
14480,25695,"[0, 40[",Private,150132,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,45,United-States,<=50K
14481,25697,"[40, 80[",Self-emp-not-inc,166153,Higher education,10,Spouse present,*,Husband,*,Male,0,0,50,United-States,<=50K
14482,25698,"[40, 80[",Private,110171,Higher education,14,Spouse present,*,Husband,*,Male,15024,0,50,United-States,>50K
14483,25699,"[0, 40[",Private,94477,Higher education,10,Spouse present,*,Husband,*,Male,7298,0,55,United-States,>50K
14484,25700,"[0, 40[",Private,194243,Higher education,15,Spouse not present,*,Own-child,*,Female,0,0,40,United-States,<=50K
14485,25703,"[0, 40[",?,185619,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,20,United-States,<=50K
14486,25704,"[0, 40[",Private,96445,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,24,United-States,<=50K
14487,25708,"[40, 80[",Private,144371,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,42,United-States,>50K
14488,25711,"[0, 40[",Private,418405,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14489,25717,"[0, 40[",Self-emp-not-inc,254304,Secondary education,9,Spouse present,*,Husband,*,Male,4508,0,90,United-States,<=50K
14490,25719,"[0, 40[",Private,103632,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
14491,25720,"[40, 80[",Private,241895,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
14492,25721,"[40, 80[",Private,244945,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
